"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.16595,0.1297,0,-0.067172,1,0.0343,0.0343,0.05,0.005
-0.16636,0.12914,0,-0.066828,1,0.0344,0.0344,0.05,0.005
-0.16678,0.12858,0,-0.066484,1,0.0345,0.0345,0.05,0.005
-0.16719,0.12802,0,-0.06614,1,0.0346,0.0346,0.05,0.005
-0.16761,0.12745,0,-0.065796,1,0.0347,0.0347,0.05,0.005
-0.16803,0.12689,0,-0.065451,1,0.0348,0.0348,0.05,0.005
-0.16844,0.12633,0,-0.065107,1,0.0349,0.0349,0.05,0.005
-0.16886,0.12577,0,-0.064763,1,0.035,0.035,0.05,0.005
-0.16917,0.12507,0,-0.064347,1,0.0351,0.0351,0.05,0.005
-0.16948,0.12436,0,-0.063932,1,0.0352,0.0352,0.05,0.005
-0.1698,0.12365,0,-0.063516,1,0.0353,0.0353,0.05,0.005
-0.17011,0.12295,0,-0.063101,1,0.0354,0.0354,0.05,0.005
-0.17042,0.12224,0,-0.062685,1,0.0355,0.0355,0.05,0.005
-0.17074,0.12153,0,-0.06227,1,0.0356,0.0356,0.05,0.005
-0.17105,0.12083,0,-0.061854,1,0.0357,0.0357,0.05,0.005
-0.17136,0.12012,0,-0.061438,1,0.0358,0.0358,0.05,0.005
-0.17167,0.11941,0,-0.061023,1,0.0359,0.0359,0.05,0.005
-0.17199,0.11871,0,-0.060607,1,0.036,0.036,0.05,0.005
-0.1723,0.118,0,-0.060192,1,0.0361,0.0361,0.05,0.005
-0.17261,0.11729,0,-0.059776,1,0.0362,0.0362,0.05,0.005
-0.17293,0.11659,0,-0.059361,1,0.0363,0.0363,0.05,0.005
-0.17324,0.11588,0,-0.058945,1,0.0364,0.0364,0.05,0.005
-0.17355,0.11517,0,-0.05853,1,0.0365,0.0365,0.05,0.005
-0.17386,0.11446,0,-0.058114,1,0.0366,0.0366,0.05,0.005
-0.17418,0.11376,0,-0.057698,1,0.0367,0.0367,0.05,0.005
-0.17449,0.11305,0,-0.057283,1,0.0368,0.0368,0.05,0.005
-0.1748,0.11234,0,-0.056867,1,0.0369,0.0369,0.05,0.005
-0.17512,0.11164,0,-0.056452,1,0.037,0.037,0.05,0.005
-0.17543,0.11093,0,-0.056036,1,0.0371,0.0371,0.05,0.005
-0.17574,0.11022,0,-0.055621,1,0.0372,0.0372,0.05,0.005
-0.17605,0.10952,0,-0.055205,1,0.0373,0.0373,0.05,0.005
-0.17637,0.10881,0,-0.05479,1,0.0374,0.0374,0.05,0.005
-0.17668,0.1081,0,-0.054374,1,0.0375,0.0375,0.05,0.005
-0.17699,0.1074,0,-0.053958,1,0.0376,0.0376,0.05,0.005
-0.17731,0.10669,0,-0.053543,1,0.0377,0.0377,0.05,0.005
-0.17762,0.10598,0,-0.053127,1,0.0378,0.0378,0.05,0.005
-0.17793,0.10528,0,-0.052712,1,0.0379,0.0379,0.05,0.005
-0.17824,0.10457,0,-0.052296,1,0.038,0.038,0.05,0.005
-0.17856,0.10386,0,-0.051881,1,0.0381,0.0381,0.05,0.005
-0.17887,0.10316,0,-0.051465,1,0.0382,0.0382,0.05,0.005
-0.17918,0.10245,0,-0.05105,1,0.0383,0.0383,0.05,0.005
-0.1795,0.10174,0,-0.050634,1,0.0384,0.0384,0.05,0.005
-0.17981,0.10104,0,-0.050219,1,0.0385,0.0385,0.05,0.005
-0.18012,0.10033,0,-0.049803,1,0.0386,0.0386,0.05,0.005
-0.18043,0.099622,0,-0.049387,1,0.0387,0.0387,0.05,0.005
-0.18075,0.098915,0,-0.048972,1,0.0388,0.0388,0.05,0.005
-0.18106,0.098208,0,-0.048556,1,0.0389,0.0389,0.05,0.005
-0.18137,0.097501,0,-0.048141,1,0.039,0.039,0.05,0.005
-0.18168,0.096794,0,-0.047725,1,0.0391,0.0391,0.05,0.005
-0.182,0.096088,0,-0.04731,1,0.0392,0.0392,0.05,0.005
-0.18231,0.095381,0,-0.046894,1,0.0393,0.0393,0.05,0.005
-0.18262,0.094674,0,-0.046479,1,0.0394,0.0394,0.05,0.005
-0.18294,0.093967,0,-0.046063,1,0.0395,0.0395,0.05,0.005
-0.18325,0.09326,0,-0.045647,1,0.0396,0.0396,0.05,0.005
-0.18356,0.092553,0,-0.045232,1,0.0397,0.0397,0.05,0.005
-0.18387,0.091847,0,-0.044816,1,0.0398,0.0398,0.05,0.005
-0.18419,0.09114,0,-0.044401,1,0.0399,0.0399,0.05,0.005
-0.1845,0.090433,0,-0.043985,1,0.04,0.04,0.05,0.005
-0.18471,0.089626,0,-0.043511,1,0.0401,0.0401,0.05,0.005
-0.18491,0.088819,0,-0.043037,1,0.0402,0.0402,0.05,0.005
-0.18512,0.088013,0,-0.042562,1,0.0403,0.0403,0.05,0.005
-0.18533,0.087206,0,-0.042088,1,0.0404,0.0404,0.05,0.005
-0.18554,0.086399,0,-0.041613,1,0.0405,0.0405,0.05,0.005
-0.18574,0.085592,0,-0.041139,1,0.0406,0.0406,0.05,0.005
-0.18595,0.084786,0,-0.040665,1,0.0407,0.0407,0.05,0.005
-0.18616,0.083979,0,-0.04019,1,0.0408,0.0408,0.05,0.005
-0.18637,0.083172,0,-0.039716,1,0.0409,0.0409,0.05,0.005
-0.18657,0.082365,0,-0.039242,1,0.041,0.041,0.05,0.005
-0.18678,0.081559,0,-0.038767,1,0.0411,0.0411,0.05,0.005
-0.18699,0.080752,0,-0.038293,1,0.0412,0.0412,0.05,0.005
-0.18719,0.079945,0,-0.037819,1,0.0413,0.0413,0.05,0.005
-0.1874,0.079138,0,-0.037344,1,0.0414,0.0414,0.05,0.005
-0.18761,0.078332,0,-0.03687,1,0.0415,0.0415,0.05,0.005
-0.18782,0.077525,0,-0.036396,1,0.0416,0.0416,0.05,0.005
-0.18802,0.076718,0,-0.035921,1,0.0417,0.0417,0.05,0.005
-0.18823,0.075911,0,-0.035447,1,0.0418,0.0418,0.05,0.005
-0.18844,0.075104,0,-0.034973,1,0.0419,0.0419,0.05,0.005
-0.18864,0.074298,0,-0.034498,1,0.042,0.042,0.05,0.005
-0.18885,0.073491,0,-0.034024,1,0.0421,0.0421,0.05,0.005
-0.18906,0.072684,0,-0.03355,1,0.0422,0.0422,0.05,0.005
-0.18927,0.071877,0,-0.033075,1,0.0423,0.0423,0.05,0.005
-0.18947,0.071071,0,-0.032601,1,0.0424,0.0424,0.05,0.005
-0.18968,0.070264,0,-0.032126,1,0.0425,0.0425,0.05,0.005
-0.18989,0.069457,0,-0.031652,1,0.0426,0.0426,0.05,0.005
-0.19009,0.06865,0,-0.031178,1,0.0427,0.0427,0.05,0.005
-0.1903,0.067844,0,-0.030703,1,0.0428,0.0428,0.05,0.005
-0.19051,0.067037,0,-0.030229,1,0.0429,0.0429,0.05,0.005
-0.19072,0.06623,0,-0.029755,1,0.043,0.043,0.05,0.005
-0.19092,0.065423,0,-0.02928,1,0.0431,0.0431,0.05,0.005
-0.19113,0.064617,0,-0.028806,1,0.0432,0.0432,0.05,0.005
-0.19134,0.06381,0,-0.028332,1,0.0433,0.0433,0.05,0.005
-0.19155,0.063003,0,-0.027857,1,0.0434,0.0434,0.05,0.005
-0.19175,0.062196,0,-0.027383,1,0.0435,0.0435,0.05,0.005
-0.19196,0.06139,0,-0.026909,1,0.0436,0.0436,0.05,0.005
-0.19217,0.060583,0,-0.026434,1,0.0437,0.0437,0.05,0.005
-0.19237,0.059776,0,-0.02596,1,0.0438,0.0438,0.05,0.005
-0.19258,0.058969,0,-0.025486,1,0.0439,0.0439,0.05,0.005
-0.19279,0.058162,0,-0.025011,1,0.044,0.044,0.05,0.005
-0.193,0.057356,0,-0.024537,1,0.0441,0.0441,0.05,0.005
-0.1932,0.056549,0,-0.024063,1,0.0442,0.0442,0.05,0.005
-0.19341,0.055742,0,-0.023588,1,0.0443,0.0443,0.05,0.005
-0.19362,0.054935,0,-0.023114,1,0.0444,0.0444,0.05,0.005
-0.19382,0.054129,0,-0.02264,1,0.0445,0.0445,0.05,0.005
-0.19403,0.053322,0,-0.022165,1,0.0446,0.0446,0.05,0.005
-0.19424,0.052515,0,-0.021691,1,0.0447,0.0447,0.05,0.005
-0.19445,0.051708,0,-0.021216,1,0.0448,0.0448,0.05,0.005
-0.19465,0.050902,0,-0.020742,1,0.0449,0.0449,0.05,0.005
-0.19486,0.050095,0,-0.020268,1,0.045,0.045,0.05,0.005
-0.19496,0.049229,0,-0.019746,1,0.0451,0.0451,0.05,0.005
-0.19506,0.048362,0,-0.019224,1,0.0452,0.0452,0.05,0.005
-0.19516,0.047496,0,-0.018703,1,0.0453,0.0453,0.05,0.005
-0.19526,0.046629,0,-0.018181,1,0.0454,0.0454,0.05,0.005
-0.19536,0.045763,0,-0.017659,1,0.0455,0.0455,0.05,0.005
-0.19546,0.044897,0,-0.017138,1,0.0456,0.0456,0.05,0.005
-0.19556,0.04403,0,-0.016616,1,0.0457,0.0457,0.05,0.005
-0.19566,0.043164,0,-0.016094,1,0.0458,0.0458,0.05,0.005
-0.19576,0.042298,0,-0.015573,1,0.0459,0.0459,0.05,0.005
-0.19586,0.041431,0,-0.015051,1,0.046,0.046,0.05,0.005
-0.19596,0.040565,0,-0.014529,1,0.0461,0.0461,0.05,0.005
-0.19606,0.039699,0,-0.014007,1,0.0462,0.0462,0.05,0.005
-0.19616,0.038832,0,-0.013486,1,0.0463,0.0463,0.05,0.005
-0.19626,0.037966,0,-0.012964,1,0.0464,0.0464,0.05,0.005
-0.19636,0.0371,0,-0.012442,1,0.0465,0.0465,0.05,0.005
-0.19646,0.036233,0,-0.011921,1,0.0466,0.0466,0.05,0.005
-0.19656,0.035367,0,-0.011399,1,0.0467,0.0467,0.05,0.005
-0.19666,0.034501,0,-0.010877,1,0.0468,0.0468,0.05,0.005
-0.19676,0.033634,0,-0.010356,1,0.0469,0.0469,0.05,0.005
-0.19686,0.032768,0,-0.0098338,1,0.047,0.047,0.05,0.005
-0.19696,0.031902,0,-0.0093121,1,0.0471,0.0471,0.05,0.005
-0.19706,0.031035,0,-0.0087904,1,0.0472,0.0472,0.05,0.005
-0.19716,0.030169,0,-0.0082687,1,0.0473,0.0473,0.05,0.005
-0.19726,0.029303,0,-0.007747,1,0.0474,0.0474,0.05,0.005
-0.19736,0.028436,0,-0.0072253,1,0.0475,0.0475,0.05,0.005
-0.19746,0.02757,0,-0.0067036,1,0.0476,0.0476,0.05,0.005
-0.19756,0.026704,0,-0.0061819,1,0.0477,0.0477,0.05,0.005
-0.19766,0.025837,0,-0.0056602,1,0.0478,0.0478,0.05,0.005
-0.19776,0.024971,0,-0.0051386,1,0.0479,0.0479,0.05,0.005
-0.19786,0.024105,0,-0.0046168,1,0.048,0.048,0.05,0.005
-0.19796,0.023238,0,-0.0040952,1,0.0481,0.0481,0.05,0.005
-0.19806,0.022372,0,-0.0035735,1,0.0482,0.0482,0.05,0.005
-0.19817,0.021506,0,-0.0030517,1,0.0483,0.0483,0.05,0.005
-0.19827,0.020639,0,-0.0025301,1,0.0484,0.0484,0.05,0.005
-0.19837,0.019773,0,-0.0020084,1,0.0485,0.0485,0.05,0.005
-0.19847,0.018907,0,-0.0014867,1,0.0486,0.0486,0.05,0.005
-0.19857,0.01804,0,-0.00096496,1,0.0487,0.0487,0.05,0.005
-0.19867,0.017174,0,-0.00044327,1,0.0488,0.0488,0.05,0.005
-0.19877,0.016308,0,7.8438e-05,1,0.0489,0.0489,0.05,0.005
-0.19887,0.015441,0,0.00060013,1,0.049,0.049,0.05,0.005
-0.19897,0.014575,0,0.0011218,1,0.0491,0.0491,0.05,0.005
-0.19907,0.013709,0,0.0016435,1,0.0492,0.0492,0.05,0.005
-0.19917,0.012842,0,0.0021652,1,0.0493,0.0493,0.05,0.005
-0.19927,0.011976,0,0.0026869,1,0.0494,0.0494,0.05,0.005
-0.19937,0.01111,0,0.0032086,1,0.0495,0.0495,0.05,0.005
-0.19947,0.010243,0,0.0037303,1,0.0496,0.0496,0.05,0.005
-0.19957,0.0093769,0,0.004252,1,0.0497,0.0497,0.05,0.005
-0.19967,0.0085106,0,0.0047737,1,0.0498,0.0498,0.05,0.005
-0.19977,0.0076442,0,0.0052954,1,0.0499,0.0499,0.05,0.005
-0.19987,0.0067779,0,0.0058171,1,0.05,0.05,0.05,0.005
-0.19986,0.0058905,0,0.0063726,1,0.0501,0.0501,0.05,0.005
-0.19985,0.005003,0,0.0069282,1,0.0502,0.0502,0.05,0.005
-0.19984,0.0041156,0,0.0074837,1,0.0503,0.0503,0.05,0.005
-0.19983,0.0032282,0,0.0080392,1,0.0504,0.0504,0.05,0.005
-0.19982,0.0023408,0,0.0085948,1,0.0505,0.0505,0.05,0.005
-0.19981,0.0014534,0,0.0091503,1,0.0506,0.0506,0.05,0.005
-0.1998,0.00056595,0,0.0097058,1,0.0507,0.0507,0.05,0.005
-0.19979,-0.00032145,0,0.010261,1,0.0508,0.0508,0.05,0.005
-0.19978,-0.0012089,0,0.010817,1,0.0509,0.0509,0.05,0.005
-0.19977,-0.0020963,0,0.011372,1,0.051,0.051,0.05,0.005
-0.19976,-0.0029837,0,0.011928,1,0.0511,0.0511,0.05,0.005
-0.19975,-0.0038711,0,0.012483,1,0.0512,0.0512,0.05,0.005
-0.19974,-0.0047585,0,0.013039,1,0.0513,0.0513,0.05,0.005
-0.19973,-0.0056459,0,0.013595,1,0.0514,0.0514,0.05,0.005
-0.19971,-0.0065334,0,0.01415,1,0.0515,0.0515,0.05,0.005
-0.1997,-0.0074208,0,0.014706,1,0.0516,0.0516,0.05,0.005
-0.19969,-0.0083082,0,0.015261,1,0.0517,0.0517,0.05,0.005
-0.19968,-0.0091956,0,0.015817,1,0.0518,0.0518,0.05,0.005
-0.19967,-0.010083,0,0.016372,1,0.0519,0.0519,0.05,0.005
-0.19966,-0.01097,0,0.016928,1,0.052,0.052,0.05,0.005
-0.19965,-0.011858,0,0.017483,1,0.0521,0.0521,0.05,0.005
-0.19964,-0.012745,0,0.018039,1,0.0522,0.0522,0.05,0.005
-0.19963,-0.013633,0,0.018594,1,0.0523,0.0523,0.05,0.005
-0.19962,-0.01452,0,0.01915,1,0.0524,0.0524,0.05,0.005
-0.19961,-0.015408,0,0.019705,1,0.0525,0.0525,0.05,0.005
-0.1996,-0.016295,0,0.020261,1,0.0526,0.0526,0.05,0.005
-0.19959,-0.017182,0,0.020816,1,0.0527,0.0527,0.05,0.005
-0.19958,-0.01807,0,0.021372,1,0.0528,0.0528,0.05,0.005
-0.19957,-0.018957,0,0.021928,1,0.0529,0.0529,0.05,0.005
-0.19956,-0.019845,0,0.022483,1,0.053,0.053,0.05,0.005
-0.19955,-0.020732,0,0.023039,1,0.0531,0.0531,0.05,0.005
-0.19954,-0.021619,0,0.023594,1,0.0532,0.0532,0.05,0.005
-0.19953,-0.022507,0,0.02415,1,0.0533,0.0533,0.05,0.005
-0.19952,-0.023394,0,0.024705,1,0.0534,0.0534,0.05,0.005
-0.19951,-0.024282,0,0.025261,1,0.0535,0.0535,0.05,0.005
-0.1995,-0.025169,0,0.025816,1,0.0536,0.0536,0.05,0.005
-0.19949,-0.026057,0,0.026372,1,0.0537,0.0537,0.05,0.005
-0.19948,-0.026944,0,0.026927,1,0.0538,0.0538,0.05,0.005
-0.19947,-0.027831,0,0.027483,1,0.0539,0.0539,0.05,0.005
-0.19946,-0.028719,0,0.028038,1,0.054,0.054,0.05,0.005
-0.19945,-0.029606,0,0.028594,1,0.0541,0.0541,0.05,0.005
-0.19944,-0.030494,0,0.029149,1,0.0542,0.0542,0.05,0.005
-0.19943,-0.031381,0,0.029705,1,0.0543,0.0543,0.05,0.005
-0.19942,-0.032268,0,0.030261,1,0.0544,0.0544,0.05,0.005
-0.19941,-0.033156,0,0.030816,1,0.0545,0.0545,0.05,0.005
-0.1994,-0.034043,0,0.031372,1,0.0546,0.0546,0.05,0.005
-0.19939,-0.034931,0,0.031927,1,0.0547,0.0547,0.05,0.005
-0.19938,-0.035818,0,0.032483,1,0.0548,0.0548,0.05,0.005
-0.19937,-0.036706,0,0.033038,1,0.0549,0.0549,0.05,0.005
-0.19936,-0.037593,0,0.033594,1,0.055,0.055,0.05,0.005
-0.19923,-0.03846,0,0.034165,1,0.0551,0.0551,0.05,0.005
-0.19911,-0.039327,0,0.034736,1,0.0552,0.0552,0.05,0.005
-0.19898,-0.040193,0,0.035307,1,0.0553,0.0553,0.05,0.005
-0.19885,-0.04106,0,0.035878,1,0.0554,0.0554,0.05,0.005
-0.19873,-0.041927,0,0.036449,1,0.0555,0.0555,0.05,0.005
-0.1986,-0.042794,0,0.03702,1,0.0556,0.0556,0.05,0.005
-0.19847,-0.043661,0,0.037591,1,0.0557,0.0557,0.05,0.005
-0.19835,-0.044528,0,0.038162,1,0.0558,0.0558,0.05,0.005
-0.19822,-0.045394,0,0.038733,1,0.0559,0.0559,0.05,0.005
-0.19809,-0.046261,0,0.039304,1,0.056,0.056,0.05,0.005
-0.19797,-0.047128,0,0.039875,1,0.0561,0.0561,0.05,0.005
-0.19784,-0.047995,0,0.040446,1,0.0562,0.0562,0.05,0.005
-0.19771,-0.048862,0,0.041017,1,0.0563,0.0563,0.05,0.005
-0.19759,-0.049728,0,0.041588,1,0.0564,0.0564,0.05,0.005
-0.19746,-0.050595,0,0.042159,1,0.0565,0.0565,0.05,0.005
-0.19733,-0.051462,0,0.04273,1,0.0566,0.0566,0.05,0.005
-0.19721,-0.052329,0,0.043301,1,0.0567,0.0567,0.05,0.005
-0.19708,-0.053196,0,0.043872,1,0.0568,0.0568,0.05,0.005
-0.19695,-0.054063,0,0.044443,1,0.0569,0.0569,0.05,0.005
-0.19683,-0.054929,0,0.045014,1,0.057,0.057,0.05,0.005
-0.1967,-0.055796,0,0.045585,1,0.0571,0.0571,0.05,0.005
-0.19657,-0.056663,0,0.046156,1,0.0572,0.0572,0.05,0.005
-0.19645,-0.05753,0,0.046727,1,0.0573,0.0573,0.05,0.005
-0.19632,-0.058397,0,0.047298,1,0.0574,0.0574,0.05,0.005
-0.19619,-0.059264,0,0.047869,1,0.0575,0.0575,0.05,0.005
-0.19607,-0.06013,0,0.04844,1,0.0576,0.0576,0.05,0.005
-0.19594,-0.060997,0,0.049011,1,0.0577,0.0577,0.05,0.005
-0.19582,-0.061864,0,0.049582,1,0.0578,0.0578,0.05,0.005
-0.19569,-0.062731,0,0.050153,1,0.0579,0.0579,0.05,0.005
-0.19556,-0.063598,0,0.050724,1,0.058,0.058,0.05,0.005
-0.19544,-0.064464,0,0.051295,1,0.0581,0.0581,0.05,0.005
-0.19531,-0.065331,0,0.051866,1,0.0582,0.0582,0.05,0.005
-0.19518,-0.066198,0,0.052437,1,0.0583,0.0583,0.05,0.005
-0.19506,-0.067065,0,0.053008,1,0.0584,0.0584,0.05,0.005
-0.19493,-0.067932,0,0.053579,1,0.0585,0.0585,0.05,0.005
-0.1948,-0.068799,0,0.05415,1,0.0586,0.0586,0.05,0.005
-0.19468,-0.069665,0,0.054721,1,0.0587,0.0587,0.05,0.005
-0.19455,-0.070532,0,0.055292,1,0.0588,0.0588,0.05,0.005
-0.19442,-0.071399,0,0.055863,1,0.0589,0.0589,0.05,0.005
-0.1943,-0.072266,0,0.056434,1,0.059,0.059,0.05,0.005
-0.19417,-0.073133,0,0.057005,1,0.0591,0.0591,0.05,0.005
-0.19404,-0.074,0,0.057576,1,0.0592,0.0592,0.05,0.005
-0.19392,-0.074866,0,0.058147,1,0.0593,0.0593,0.05,0.005
-0.19379,-0.075733,0,0.058718,1,0.0594,0.0594,0.05,0.005
-0.19366,-0.0766,0,0.059289,1,0.0595,0.0595,0.05,0.005
-0.19354,-0.077467,0,0.05986,1,0.0596,0.0596,0.05,0.005
-0.19341,-0.078334,0,0.060431,1,0.0597,0.0597,0.05,0.005
-0.19328,-0.0792,0,0.061002,1,0.0598,0.0598,0.05,0.005
-0.19316,-0.080067,0,0.061573,1,0.0599,0.0599,0.05,0.005
-0.19303,-0.080934,0,0.062144,1,0.06,0.06,0.05,0.005
-0.19278,-0.08173,0,0.062704,1,0.0601,0.0601,0.05,0.005
-0.19253,-0.082527,0,0.063265,1,0.0602,0.0602,0.05,0.005
-0.19228,-0.083323,0,0.063826,1,0.0603,0.0603,0.05,0.005
-0.19203,-0.084119,0,0.064387,1,0.0604,0.0604,0.05,0.005
-0.19178,-0.084916,0,0.064947,1,0.0605,0.0605,0.05,0.005
-0.19153,-0.085712,0,0.065508,1,0.0606,0.0606,0.05,0.005
-0.19127,-0.086508,0,0.066069,1,0.0607,0.0607,0.05,0.005
-0.19102,-0.087305,0,0.06663,1,0.0608,0.0608,0.05,0.005
-0.19077,-0.088101,0,0.06719,1,0.0609,0.0609,0.05,0.005
-0.19052,-0.088897,0,0.067751,1,0.061,0.061,0.05,0.005
-0.19027,-0.089694,0,0.068312,1,0.0611,0.0611,0.05,0.005
-0.19002,-0.09049,0,0.068873,1,0.0612,0.0612,0.05,0.005
-0.18977,-0.091286,0,0.069434,1,0.0613,0.0613,0.05,0.005
-0.18952,-0.092083,0,0.069994,1,0.0614,0.0614,0.05,0.005
-0.18927,-0.092879,0,0.070555,1,0.0615,0.0615,0.05,0.005
-0.18902,-0.093675,0,0.071116,1,0.0616,0.0616,0.05,0.005
-0.18877,-0.094472,0,0.071677,1,0.0617,0.0617,0.05,0.005
-0.18852,-0.095268,0,0.072237,1,0.0618,0.0618,0.05,0.005
-0.18826,-0.096064,0,0.072798,1,0.0619,0.0619,0.05,0.005
-0.18801,-0.096861,0,0.073359,1,0.062,0.062,0.05,0.005
-0.18776,-0.097657,0,0.07392,1,0.0621,0.0621,0.05,0.005
-0.18751,-0.098453,0,0.07448,1,0.0622,0.0622,0.05,0.005
-0.18726,-0.09925,0,0.075041,1,0.0623,0.0623,0.05,0.005
-0.18701,-0.10005,0,0.075602,1,0.0624,0.0624,0.05,0.005
-0.18676,-0.10084,0,0.076163,1,0.0625,0.0625,0.05,0.005
-0.18651,-0.10164,0,0.076723,1,0.0626,0.0626,0.05,0.005
-0.18626,-0.10244,0,0.077284,1,0.0627,0.0627,0.05,0.005
-0.18601,-0.10323,0,0.077845,1,0.0628,0.0628,0.05,0.005
-0.18576,-0.10403,0,0.078406,1,0.0629,0.0629,0.05,0.005
-0.18551,-0.10482,0,0.078966,1,0.063,0.063,0.05,0.005
-0.18525,-0.10562,0,0.079527,1,0.0631,0.0631,0.05,0.005
-0.185,-0.10642,0,0.080088,1,0.0632,0.0632,0.05,0.005
-0.18475,-0.10721,0,0.080649,1,0.0633,0.0633,0.05,0.005
-0.1845,-0.10801,0,0.081209,1,0.0634,0.0634,0.05,0.005
-0.18425,-0.10881,0,0.08177,1,0.0635,0.0635,0.05,0.005
-0.184,-0.1096,0,0.082331,1,0.0636,0.0636,0.05,0.005
-0.18375,-0.1104,0,0.082892,1,0.0637,0.0637,0.05,0.005
-0.1835,-0.11119,0,0.083452,1,0.0638,0.0638,0.05,0.005
-0.18325,-0.11199,0,0.084013,1,0.0639,0.0639,0.05,0.005
-0.183,-0.11279,0,0.084574,1,0.064,0.064,0.05,0.005
-0.18275,-0.11358,0,0.085135,1,0.0641,0.0641,0.05,0.005
-0.1825,-0.11438,0,0.085695,1,0.0642,0.0642,0.05,0.005
-0.18224,-0.11518,0,0.086256,1,0.0643,0.0643,0.05,0.005
-0.18199,-0.11597,0,0.086817,1,0.0644,0.0644,0.05,0.005
-0.18174,-0.11677,0,0.087378,1,0.0645,0.0645,0.05,0.005
-0.18149,-0.11757,0,0.087939,1,0.0646,0.0646,0.05,0.005
-0.18124,-0.11836,0,0.088499,1,0.0647,0.0647,0.05,0.005
-0.18099,-0.11916,0,0.08906,1,0.0648,0.0648,0.05,0.005
-0.18074,-0.11995,0,0.089621,1,0.0649,0.0649,0.05,0.005
-0.18049,-0.12075,0,0.090182,1,0.065,0.065,0.05,0.005
-0.18011,-0.12141,0,0.090697,1,0.0651,0.0651,0.05,0.005
-0.17973,-0.12208,0,0.091212,1,0.0652,0.0652,0.05,0.005
-0.17934,-0.12274,0,0.091728,1,0.0653,0.0653,0.05,0.005
-0.17896,-0.1234,0,0.092243,1,0.0654,0.0654,0.05,0.005
-0.17858,-0.12407,0,0.092758,1,0.0655,0.0655,0.05,0.005
-0.1782,-0.12473,0,0.093274,1,0.0656,0.0656,0.05,0.005
-0.17782,-0.1254,0,0.093789,1,0.0657,0.0657,0.05,0.005
-0.17744,-0.12606,0,0.094304,1,0.0658,0.0658,0.05,0.005
-0.17706,-0.12672,0,0.09482,1,0.0659,0.0659,0.05,0.005
-0.17667,-0.12739,0,0.095335,1,0.066,0.066,0.05,0.005
-0.17629,-0.12805,0,0.09585,1,0.0661,0.0661,0.05,0.005
-0.17591,-0.12871,0,0.096366,1,0.0662,0.0662,0.05,0.005
-0.17553,-0.12938,0,0.096881,1,0.0663,0.0663,0.05,0.005
-0.17515,-0.13004,0,0.097396,1,0.0664,0.0664,0.05,0.005
-0.17477,-0.1307,0,0.097912,1,0.0665,0.0665,0.05,0.005
-0.17439,-0.13137,0,0.098427,1,0.0666,0.0666,0.05,0.005
-0.174,-0.13203,0,0.098942,1,0.0667,0.0667,0.05,0.005
-0.17362,-0.13269,0,0.099458,1,0.0668,0.0668,0.05,0.005
-0.17324,-0.13336,0,0.099973,1,0.0669,0.0669,0.05,0.005
-0.17286,-0.13402,0,0.10049,1,0.067,0.067,0.05,0.005
-0.17248,-0.13468,0,0.101,1,0.0671,0.0671,0.05,0.005
-0.1721,-0.13535,0,0.10152,1,0.0672,0.0672,0.05,0.005
-0.17172,-0.13601,0,0.10203,1,0.0673,0.0673,0.05,0.005
-0.17133,-0.13668,0,0.10255,1,0.0674,0.0674,0.05,0.005
-0.17095,-0.13734,0,0.10307,1,0.0675,0.0675,0.05,0.005
-0.17057,-0.138,0,0.10358,1,0.0676,0.0676,0.05,0.005
-0.17019,-0.13867,0,0.1041,1,0.0677,0.0677,0.05,0.005
-0.16981,-0.13933,0,0.10461,1,0.0678,0.0678,0.05,0.005
-0.16943,-0.13999,0,0.10513,1,0.0679,0.0679,0.05,0.005
-0.16904,-0.14066,0,0.10564,1,0.068,0.068,0.05,0.005
-0.16866,-0.14132,0,0.10616,1,0.0681,0.0681,0.05,0.005
-0.16828,-0.14198,0,0.10667,1,0.0682,0.0682,0.05,0.005
-0.1679,-0.14265,0,0.10719,1,0.0683,0.0683,0.05,0.005
-0.16752,-0.14331,0,0.1077,1,0.0684,0.0684,0.05,0.005
-0.16714,-0.14397,0,0.10822,1,0.0685,0.0685,0.05,0.005
-0.16676,-0.14464,0,0.10873,1,0.0686,0.0686,0.05,0.005
-0.16637,-0.1453,0,0.10925,1,0.0687,0.0687,0.05,0.005
-0.16599,-0.14597,0,0.10976,1,0.0688,0.0688,0.05,0.005
-0.16561,-0.14663,0,0.11028,1,0.0689,0.0689,0.05,0.005
-0.16523,-0.14729,0,0.1108,1,0.069,0.069,0.05,0.005
-0.16485,-0.14796,0,0.11131,1,0.0691,0.0691,0.05,0.005
-0.16447,-0.14862,0,0.11183,1,0.0692,0.0692,0.05,0.005
-0.16409,-0.14928,0,0.11234,1,0.0693,0.0693,0.05,0.005
-0.1637,-0.14995,0,0.11286,1,0.0694,0.0694,0.05,0.005
-0.16332,-0.15061,0,0.11337,1,0.0695,0.0695,0.05,0.005
-0.16294,-0.15127,0,0.11389,1,0.0696,0.0696,0.05,0.005
-0.16256,-0.15194,0,0.1144,1,0.0697,0.0697,0.05,0.005
-0.16218,-0.1526,0,0.11492,1,0.0698,0.0698,0.05,0.005
-0.1618,-0.15326,0,0.11543,1,0.0699,0.0699,0.05,0.005
-0.16142,-0.15393,0,0.11595,1,0.07,0.07,0.05,0.005
